Borrower_ID,Gender,Tipe_Identitas,Wilayah,Status_Pekerjaan,Pendapatan_Bulanan,SIM_Card,Jumlah_Pinjaman,Durasi_Peminjaman,Status_Peminjaman
B02304,Male,KTP,Jakarta,Yes,5160000,Indosat,1180000,1,No
B02305,Male,KTP,Jakarta,Yes,4470000,Telkomsel,1140000,3,No
B02306,Male,KTP,Jakarta,Yes,6540000,XL,1460000,1,No
B02307,Male,KTP,Jakarta,Yes,4820000,Telkomsel,1530000,2,No
B02308,Male,KTP,Jakarta,No,2680000,Telkomsel,1680000,1,No
B02309,Male,KTP,Jakarta,Yes,6210000,Indosat,800000,5,No
B02310,Male,KTP,Jakarta,Yes,3520000,Indosat,130000,2,No
B02311,Male,KTP,Jakarta,Yes,4020000,Telkomsel,340000,1,No
B02312,Male,KTP,Jakarta,Yes,4940000,Telkomsel,420000,2,No
B02313,Male,KTM,Jakarta,No,3070000,Telkomsel,1810000,6,No
B02314,Male,KTP,Jakarta,Yes,4990000,Telkomsel,950000,3,No
B02315,Male,KTP,Jakarta,Yes,4850000,Telkomsel,640000,1,No
B02316,Female,KTP,Jakarta,Yes,6210000,XL,2130000,1,No
B02317,Female,KTP,Jakarta,No,2730000,Telkomsel,1080000,1,No
B02318,Female,KTP,Jakarta,Yes,6670000,Indosat,760000,7,No
B02319,Male,KTP,Jakarta,No,1790000,Telkomsel,2070000,1,No
B02320,Female,KTP,Jakarta,No,2250000,Telkomsel,710000,1,No
B02321,Female,KTP,Jakarta,Yes,5720000,XL,220000,3,No
B02322,Male,KTP,Jakarta,Yes,3860000,Telkomsel,1960000,1,No
B02323,Male,KTP,Jakarta,No,2300000,Telkomsel,2700000,1,No
B02324,Female,KTP,Jakarta,Yes,7090000,Telkomsel,2520000,10,Yes
B02325,Female,KTP,Jakarta,Yes,4770000,XL,0,1,No
B02326,Female,KTP,Jakarta,Yes,2890000,Telkomsel,930000,1,No
B02327,Male,KTP,Jakarta,Yes,7100000,Telkomsel,540000,3,No
B02328,Male,KTP,Jakarta,No,2540000,XL,720000,1,No
B02329,Male,KTP,Jakarta,Yes,6720000,XL,1200000,12,No
B02330,Male,KTP,Jakarta,Yes,6020000,Tri,1180000,1,No
B02331,Female,KTP,Jakarta,Yes,3190000,Telkomsel,1150000,1,No
B02332,Female,KTP,Jakarta,Yes,5460000,Telkomsel,2200000,1,No
B02333,Male,KTP,Jakarta,Yes,4670000,Indosat,1590000,3,No
B02334,Male,KTM,Jakarta,No,2500000,Telkomsel,2800000,1,No
B02335,Male,KTP,Jakarta,Yes,4830000,Indosat,1170000,3,No
B02336,Male,KTP,Jakarta,Yes,3600000,XL,900000,1,No
B02337,Male,KTP,Jakarta,Yes,5270000,Tri,1150000,2,No
B02338,Male,KTP,Jakarta,Yes,5260000,XL,1400000,1,No
B02339,Male,KTP,Jakarta,Yes,5060000,Indosat,480000,1,No
B02340,Male,KTM,Jakarta,No,2640000,Indosat,1430000,1,No
B02341,Male,KTP,Jakarta,Yes,4570000,Telkomsel,2100000,12,Yes
B02342,Female,KTM,Jakarta,No,1280000,Indosat,490000,1,No
B02343,Female,KTP,Jakarta,No,2460000,Telkomsel,1080000,1,No
B02344,Male,KTP,Jakarta,No,2390000,Telkomsel,820000,1,No
B02345,Male,KTP,Jakarta,Yes,3400000,Telkomsel,0,1,No
B02346,Male,KTP,Jakarta,Yes,5680000,Telkomsel,1180000,1,No
B02347,Male,KTP,Jakarta,Yes,4060000,Telkomsel,1560000,12,No
B02348,Female,KTP,Jakarta,Yes,7870000,Indosat,640000,2,No
B02349,Male,KTP,Jakarta,Yes,4280000,Telkomsel,1720000,2,No
B02350,Male,KTP,Jakarta,Yes,3670000,XL,1310000,1,No
B02351,Male,KTP,Jakarta,Yes,5890000,Indosat,560000,1,No
B02352,Male,KTP,Jakarta,Yes,4110000,Indosat,1770000,1,No
B02353,Female,KTP,Jakarta,Yes,3640000,Telkomsel,1520000,2,No
B02354,Male,KTP,Jakarta,No,1960000,XL,620000,3,No
B02355,Male,KTP,Jakarta,No,2590000,Telkomsel,3270000,12,Yes
B02356,Male,KTP,Jakarta,No,3430000,Telkomsel,1890000,1,No
B02357,Male,KTM,Jakarta,No,2830000,Indosat,1230000,1,No
B02358,Female,KTP,Jakarta,Yes,5350000,Tri,0,1,No
B02359,Male,KTP,Jakarta,No,3130000,Telkomsel,240000,1,No
B02360,Female,KTP,Jakarta,Yes,5040000,Indosat,390000,1,No
B02361,Male,KTP,Jakarta,Yes,6770000,XL,1620000,1,No
B02362,Female,KTP,Jakarta,Yes,6160000,XL,0,1,No
B02363,Male,KTM,Jakarta,No,2480000,Telkomsel,2650000,2,No
B02364,Male,KTP,Jakarta,Yes,1810000,Telkomsel,1060000,1,No
B02365,Female,KTP,Jakarta,Yes,4200000,XL,2370000,1,No
B02366,Male,KTP,Jakarta,Yes,5810000,Telkomsel,660000,1,No
B02367,Male,KTP,Jakarta,No,2320000,Tri,2700000,2,No
B02368,Male,KTM,Jakarta,No,2200000,Indosat,1810000,1,No
B02369,Male,KTP,Jakarta,Yes,3850000,Indosat,1440000,1,No
B02370,Male,KTP,Jakarta,Yes,5260000,XL,0,3,No
B02371,Male,KTP,Jakarta,Yes,7010000,Telkomsel,1660000,3,No
B02372,Male,KTP,Jakarta,Yes,4120000,Telkomsel,20000,2,No
B02373,Male,KTP,Jakarta,Yes,6020000,Telkomsel,0,2,No
B02374,Female,KTP,Jakarta,Yes,5130000,XL,1280000,3,No
B02375,Female,KTP,Jakarta,Yes,5390000,Telkomsel,2290000,1,No
B02376,Male,KTP,Jakarta,No,2020000,Telkomsel,2020000,1,No
B02377,Male,KTP,Jakarta,Yes,4820000,Indosat,660000,7,No
B02378,Male,KTP,Jakarta,Yes,5850000,Indosat,2040000,1,No
B02379,Male,KTP,Jakarta,Yes,3560000,XL,1750000,3,No
B02380,Male,KTP,Jakarta,Yes,4940000,Telkomsel,1220000,1,No
B02381,Male,KTP,Jakarta,Yes,5180000,Tri,1540000,1,No
B02382,Male,KTP,Jakarta,Yes,6250000,Telkomsel,740000,2,No
B02383,Male,KTP,Jakarta,Yes,3480000,Telkomsel,650000,1,No
B02384,Female,KTP,Jakarta,No,2300000,Telkomsel,1770000,1,No
B02385,Male,KTP,Jakarta,Yes,5570000,Telkomsel,1360000,1,No
B02386,Female,KTP,Jakarta,No,2590000,Telkomsel,2020000,2,No
B02387,Male,KTP,Jakarta,Yes,7310000,XL,1790000,2,No
B02388,Female,KTP,Jakarta,No,1380000,XL,1830000,1,No
B02389,Female,KTP,Jakarta,No,2930000,Telkomsel,1410000,2,No
B02390,Female,KTP,Jakarta,Yes,3640000,Telkomsel,1280000,1,No
B02391,Male,KTP,Jakarta,No,1870000,XL,1940000,2,No
B02392,Male,KTP,Jakarta,Yes,3290000,Telkomsel,2460000,2,No
B02393,Male,KTP,Jakarta,Yes,7030000,Telkomsel,1280000,1,No
B02394,Male,KTP,Jakarta,No,2710000,Telkomsel,1300000,5,No
B02395,Male,KTP,Jakarta,No,2250000,Telkomsel,2310000,1,No
B02396,Female,KTP,Jakarta,Yes,4410000,Telkomsel,1950000,1,No
B02397,Female,KTP,Jakarta,Yes,3020000,Indosat,1500000,1,No
B02398,Male,KTP,Jakarta,Yes,5930000,XL,750000,2,No
B02399,Male,KTP,Jakarta,Yes,6070000,Telkomsel,1600000,1,No
B02400,Male,KTP,Jakarta,Yes,5470000,Telkomsel,2350000,2,No
B02401,Male,KTP,Jakarta,Yes,4760000,Indosat,1090000,3,No
B02402,Male,KTP,Jakarta,No,2510000,Indosat,2470000,1,No
B02403,Male,KTP,Jakarta,No,1810000,Tri,990000,1,No
B02404,Male,KTP,Jakarta,Yes,5960000,Telkomsel,580000,1,No
B02405,Female,KTP,Jakarta,Yes,5020000,Tri,1520000,2,No
B02406,Male,KTP,Jakarta,Yes,7310000,Indosat,1900000,1,No
B02407,Male,KTP,Jakarta,Yes,4720000,Indosat,1130000,5,No
B02408,Female,KTP,Jakarta,Yes,5930000,Telkomsel,1840000,2,No
B02409,Male,KTM,Jakarta,No,2160000,XL,990000,2,No
B02410,Male,KTP,Jakarta,Yes,6640000,XL,1780000,2,No
B02411,Male,KTP,Jakarta,No,2730000,Telkomsel,2330000,1,No
B02412,Female,KTP,Jakarta,Yes,5540000,XL,1230000,1,No
B02413,Female,KTP,Jakarta,Yes,4410000,XL,1770000,1,No
B02414,Male,KTP,Jakarta,Yes,4930000,Indosat,940000,1,No
B02415,Male,KTP,Jakarta,Yes,5890000,Telkomsel,960000,2,No
B02416,Female,KTP,Jakarta,Yes,5930000,XL,1530000,2,No
B02417,Female,KTP,Jakarta,No,2390000,Telkomsel,1240000,2,No
B02418,Female,KTP,Jakarta,Yes,4890000,XL,1770000,1,No
B02419,Male,KTP,Jakarta,Yes,4200000,Indosat,980000,2,No
B02420,Female,KTP,Jakarta,No,2570000,Telkomsel,1900000,2,No
B02421,Male,KTP,Jakarta,Yes,3970000,Indosat,1130000,3,No
B02422,Male,KTP,Jakarta,Yes,5030000,Telkomsel,1790000,2,No
B02423,Male,KTP,Jakarta,Yes,4570000,Telkomsel,0,1,No
B02424,Male,KTP,Jakarta,Yes,4300000,Indosat,1670000,1,No
B02425,Male,KTP,Jakarta,No,2830000,Telkomsel,0,1,No
B02426,Female,KTP,Jakarta,Yes,3380000,XL,930000,2,No
B02427,Male,KTP,Jakarta,No,1990000,Telkomsel,660000,1,No
B02428,Female,KTP,Jakarta,Yes,5060000,Telkomsel,780000,2,No
B02429,Female,KTP,Jakarta,No,1540000,Indosat,1900000,2,No
B02430,Male,KTP,Jakarta,Yes,6770000,Tri,0,2,No
B02431,Male,KTP,Jakarta,Yes,4830000,Telkomsel,860000,1,No
B02432,Male,KTP,Jakarta,Yes,4480000,Telkomsel,380000,1,No
B02433,Male,KTP,Jakarta,Yes,4360000,Telkomsel,1660000,1,No
B02434,Female,KTP,Jakarta,Yes,5400000,Tri,750000,1,No
B02435,Female,KTP,Jakarta,Yes,6460000,XL,2070000,2,No
B02436,Male,KTP,Jakarta,No,1490000,Telkomsel,1760000,2,No
B02437,Female,KTP,Jakarta,Yes,5420000,XL,550000,4,No
B02438,Female,KTP,Jakarta,Yes,5750000,Telkomsel,510000,2,No
B02439,Male,KTP,Jakarta,No,2560000,Tri,2230000,1,No
B02440,Male,KTP,Jakarta,No,2040000,Tri,1300000,1,No
B02441,Female,KTP,Jakarta,Yes,5610000,Telkomsel,2110000,3,No
B02442,Female,KTM,Jakarta,No,2820000,XL,1540000,3,No
B02443,Male,KTP,Jakarta,Yes,4350000,Telkomsel,2180000,1,No
B02444,Male,KTP,Jakarta,Yes,3910000,Telkomsel,870000,1,No
B02445,Male,KTM,Jakarta,No,2210000,Telkomsel,1880000,1,No
B02446,Male,KTP,Jakarta,No,2670000,Telkomsel,1750000,1,No
B02447,Male,KTP,Jakarta,Yes,4090000,Tri,1160000,1,No
B02448,Male,KTP,Jakarta,Yes,5310000,XL,1300000,11,No
B02449,Female,KTP,Jakarta,Yes,3600000,Indosat,3270000,11,Yes
B02450,Female,KTP,Jakarta,Yes,3950000,XL,540000,7,No
B02451,Female,KTP,Jakarta,Yes,5930000,XL,0,1,No
B02452,Male,KTP,Jakarta,Yes,3840000,Telkomsel,1610000,4,No
B02453,Male,KTP,Jakarta,Yes,5280000,XL,0,2,No
B02454,Male,KTP,Jakarta,Yes,3900000,Telkomsel,1360000,2,No
B02455,Male,KTP,Jakarta,Yes,2560000,Telkomsel,1050000,1,No
B02456,Male,KTP,Jakarta,Yes,5210000,Telkomsel,1930000,1,No
B02457,Female,KTP,Jakarta,Yes,5290000,Indosat,1800000,2,No
B02458,Female,KTP,Jakarta,Yes,4440000,Indosat,0,1,No
B02459,Male,KTP,Jakarta,Yes,2880000,Telkomsel,930000,1,No
B02460,Female,KTP,Jakarta,Yes,4160000,Telkomsel,0,9,No
B02461,Female,KTP,Jakarta,No,2470000,Telkomsel,3230000,10,Yes
B02462,Female,KTP,Jakarta,Yes,4940000,Telkomsel,1070000,1,No
B02463,Male,KTP,Jakarta,Yes,7810000,Indosat,860000,1,No
B02464,Female,KTP,Jakarta,Yes,6310000,XL,1100000,1,No
B02465,Female,KTP,Jakarta,No,2610000,Indosat,3100000,11,Yes
B02466,Female,KTM,Jakarta,No,3100000,Telkomsel,1820000,3,No
B02467,Male,KTP,Jakarta,Yes,5470000,Indosat,1200000,1,No
B02468,Male,KTP,Jakarta,Yes,5460000,Telkomsel,1300000,1,No
B02469,Male,KTP,Jakarta,No,1770000,Indosat,1580000,1,No
B02470,Male,KTP,Jakarta,Yes,4860000,Indosat,1320000,1,No
B02471,Female,KTP,Jakarta,Yes,3560000,XL,2450000,1,No
B02472,Female,KTP,Jakarta,Yes,1380000,Telkomsel,1460000,1,No
B02473,Male,KTP,Jakarta,No,2320000,Telkomsel,1340000,2,No
B02474,Male,KTP,Jakarta,Yes,4020000,Telkomsel,1600000,1,No
B02475,Male,KTM,Jakarta,No,1430000,Telkomsel,1650000,1,No
B02476,Male,KTP,Jakarta,Yes,6090000,XL,900000,1,No
B02477,Male,KTM,Jakarta,No,2940000,Tri,1180000,2,No
B02478,Male,KTP,Jakarta,Yes,4250000,Telkomsel,1460000,1,No
B02479,Male,KTP,Jakarta,Yes,4620000,Telkomsel,1820000,3,No
B02480,Male,KTP,Jakarta,Yes,4500000,Telkomsel,2620000,1,No
B02481,Female,KTP,Jakarta,No,2120000,Telkomsel,2150000,2,No
B02482,Male,KTP,Jakarta,Yes,6590000,XL,380000,2,No
B02483,Male,KTP,Jakarta,Yes,3370000,Telkomsel,1040000,1,No
B02484,Male,KTP,Jakarta,Yes,5000000,Telkomsel,2040000,1,No
B02485,Female,KTP,Jakarta,Yes,3720000,Telkomsel,1310000,3,No
B02486,Female,KTM,Jakarta,No,1810000,XL,1520000,2,No
B02487,Male,KTP,Jakarta,Yes,4120000,Telkomsel,410000,1,No
B02488,Male,KTP,Jakarta,Yes,4030000,Tri,1160000,1,No
B02489,Male,KTM,Jakarta,No,3120000,Telkomsel,890000,1,No
B02490,Male,KTP,Jakarta,Yes,6080000,XL,1800000,1,No
B02491,Male,KTP,Jakarta,Yes,3960000,Telkomsel,2130000,2,No
B02492,Male,KTP,Jakarta,Yes,4760000,XL,630000,1,No
B02493,Male,KTP,Jakarta,Yes,4360000,Indosat,90000,2,No
B02494,Female,KTP,Jakarta,No,1770000,Telkomsel,2970000,7,Yes
B02495,Female,KTP,Jakarta,Yes,3120000,Telkomsel,1360000,1,No
B02496,Male,KTP,Jakarta,Yes,5230000,XL,1180000,1,No
B02497,Male,KTP,Jakarta,No,1730000,Telkomsel,470000,1,No
B02498,Female,KTP,Jakarta,Yes,4730000,Tri,1560000,9,No
B02499,Male,KTP,Jakarta,Yes,3180000,XL,1300000,1,No
B02500,Female,KTP,Jakarta,Yes,5490000,Telkomsel,2440000,5,No
B02501,Male,KTP,Jakarta,No,1090000,Telkomsel,2500000,1,No
B02502,Male,KTP,Jakarta,Yes,5770000,Telkomsel,0,1,No
B02503,Male,KTP,Jakarta,Yes,6230000,Indosat,2000000,1,No
B02504,Male,KTP,Jakarta,Yes,4580000,Tri,1430000,1,No
B02505,Male,KTP,Jakarta,No,1720000,Telkomsel,1610000,1,No
B02506,Female,KTP,Jakarta,No,1720000,Tri,2000000,1,No
B02507,Female,KTP,Jakarta,No,1680000,XL,3140000,11,Yes
B02508,Male,KTP,Jakarta,Yes,6680000,Telkomsel,1860000,1,No
B02509,Male,KTP,Jakarta,Yes,5640000,XL,810000,1,No
B02510,Male,KTP,Jakarta,Yes,4700000,Indosat,230000,1,No
B02511,Male,KTP,Jakarta,Yes,6030000,XL,1390000,9,No
B02512,Male,KTP,Jakarta,Yes,5320000,Tri,1640000,1,No
B02513,Male,KTP,Jakarta,Yes,3830000,Telkomsel,0,7,No
B02514,Female,KTP,Jakarta,No,1810000,XL,1520000,8,No
B02515,Male,KTP,Jakarta,Yes,4680000,Telkomsel,1480000,2,No
B02516,Male,KTP,Jakarta,Yes,5550000,Indosat,760000,3,No
B02517,Female,KTP,Jakarta,Yes,5640000,Telkomsel,1280000,1,No
B02518,Female,KTP,Jakarta,Yes,7280000,Telkomsel,740000,2,No
B02519,Female,KTP,Jakarta,Yes,6680000,Telkomsel,980000,2,No
B02520,Male,KTM,Jakarta,No,2280000,Telkomsel,3270000,9,Yes
B02521,Male,KTP,Jakarta,Yes,5390000,Tri,2260000,1,No
B02522,Female,KTP,Jakarta,Yes,7110000,Telkomsel,1360000,1,No
B02523,Male,KTP,Jakarta,Yes,5520000,Telkomsel,2110000,2,No
B02524,Male,KTP,Jakarta,Yes,5760000,XL,2000000,2,No
B02525,Male,KTP,Jakarta,Yes,6960000,Telkomsel,350000,2,No
B02526,Male,KTP,Jakarta,Yes,5100000,Telkomsel,1930000,2,No
B02527,Male,KTM,Jakarta,No,2070000,Telkomsel,50000,12,No
B02528,Male,KTM,Jakarta,No,2070000,Telkomsel,670000,3,No
B02529,Male,KTP,Jakarta,Yes,6660000,Indosat,1410000,1,No
B02530,Female,KTP,Jakarta,Yes,5700000,Telkomsel,630000,3,No
B02531,Male,KTP,Jakarta,Yes,6950000,Telkomsel,1060000,2,No
B02532,Male,KTM,Jakarta,No,3480000,Tri,1400000,1,No
B02533,Male,KTP,Jakarta,No,2930000,Telkomsel,2020000,1,No
B02534,Female,KTP,Jakarta,Yes,5170000,XL,2470000,1,No
B02535,Male,KTP,Jakarta,Yes,3460000,Indosat,1700000,2,No
B02536,Male,KTP,Jakarta,Yes,6100000,Indosat,0,2,No
B02537,Female,KTP,Jakarta,Yes,5670000,XL,1780000,3,No
B02538,Male,KTP,Jakarta,Yes,3370000,Telkomsel,1420000,6,No
B02539,Female,KTP,Jakarta,No,3280000,Tri,3040000,5,Yes
B02540,Male,KTP,Jakarta,Yes,6290000,Telkomsel,1110000,1,No
B02541,Female,KTP,Jakarta,No,2130000,XL,1580000,2,No
B02542,Male,KTP,Jakarta,No,1750000,Telkomsel,1590000,1,No
B02543,Male,KTP,Jakarta,No,1940000,Tri,450000,3,No
B02544,Male,KTM,Jakarta,No,1900000,Indosat,760000,2,No
B02545,Male,KTP,Jakarta,Yes,6120000,Tri,1010000,1,No
B02546,Female,KTP,Jakarta,Yes,6190000,Telkomsel,450000,1,No
B02547,Male,KTP,Jakarta,Yes,5810000,Telkomsel,720000,1,No
B02548,Male,KTP,Jakarta,Yes,7170000,Tri,1310000,3,No
B02549,Female,KTP,Jakarta,Yes,6140000,Telkomsel,1410000,3,No
B02550,Male,KTP,Jakarta,Yes,4830000,Telkomsel,1920000,2,No
B02551,Male,KTP,Jakarta,Yes,5730000,Telkomsel,1630000,12,Yes
B02552,Male,KTP,Jakarta,No,1600000,Indosat,2180000,2,No
B02553,Male,KTP,Jakarta,No,1580000,Telkomsel,1940000,2,No
B02554,Male,KTP,Jakarta,No,1300000,Telkomsel,1730000,1,No
B02555,Male,KTP,Jakarta,Yes,4670000,Telkomsel,1060000,1,No
B02556,Male,KTM,Jakarta,No,2280000,Telkomsel,1230000,1,No
B02557,Male,KTP,Jakarta,Yes,5070000,Telkomsel,800000,7,No
B02558,Male,KTM,Jakarta,No,2080000,Telkomsel,1610000,1,No
B02559,Female,KTP,Jakarta,Yes,4760000,Telkomsel,650000,2,No
B02560,Female,KTP,Jakarta,No,1670000,Tri,950000,4,No
B02561,Male,KTP,Jakarta,No,2730000,Telkomsel,1540000,1,No
B02562,Male,KTP,Jakarta,No,1200000,Telkomsel,820000,1,No
B02563,Male,KTP,Jakarta,No,3150000,Telkomsel,290000,1,No
B02564,Male,KTP,Jakarta,Yes,7160000,Telkomsel,470000,11,No
B02565,Male,KTP,Jakarta,Yes,4260000,XL,1480000,1,No
B02566,Male,KTP,Jakarta,No,2170000,Indosat,1190000,4,No
B02567,Female,KTP,Jakarta,Yes,6210000,Indosat,1980000,1,No
B02568,Female,KTP,Jakarta,Yes,4910000,XL,1590000,10,No
B02569,Female,KTP,Jakarta,Yes,3280000,Indosat,1500000,1,No
B02570,Female,KTP,Jakarta,Yes,6120000,Telkomsel,1480000,1,No
B02571,Female,KTM,Jakarta,No,2280000,Telkomsel,1250000,2,No
B02572,Male,KTP,Jakarta,No,1020000,Indosat,1100000,1,No
B02573,Male,KTP,Jakarta,Yes,5610000,Tri,1730000,2,No
B02574,Male,KTP,Jakarta,Yes,5270000,Telkomsel,590000,1,No
B02575,Male,KTP,Jakarta,Yes,2590000,XL,1540000,1,No
B02576,Male,KTP,Jakarta,Yes,5250000,Telkomsel,1000000,3,No
B02577,Male,KTM,Jakarta,No,2080000,XL,1890000,1,No
B02578,Male,KTP,Jakarta,Yes,6750000,Telkomsel,1230000,1,No
B02579,Male,KTP,Jakarta,No,2900000,Telkomsel,2210000,2,No
B02580,Female,KTP,Jakarta,No,2710000,Telkomsel,1970000,1,No
B02581,Male,KTP,Jakarta,Yes,5510000,Telkomsel,0,1,No
B02582,Male,KTP,Jakarta,No,1300000,Indosat,1610000,1,No
B02583,Male,KTP,Jakarta,No,2850000,XL,1140000,1,No
B02584,Male,KTP,Jakarta,Yes,4330000,Telkomsel,630000,2,No
B02585,Male,KTP,Jakarta,Yes,4500000,Telkomsel,1440000,4,No
B02586,Female,KTP,Jakarta,Yes,5040000,Indosat,1830000,1,No
B02587,Male,KTP,Jakarta,No,1410000,Indosat,1640000,2,No
B02588,Male,KTP,Jakarta,Yes,5230000,Telkomsel,2290000,10,No
B02589,Female,KTM,Jakarta,No,2000000,XL,1730000,1,No
B02590,Male,KTM,Jakarta,No,1890000,Tri,910000,3,No
B02591,Male,KTP,Jakarta,No,2210000,Telkomsel,1210000,1,No
B02592,Female,KTP,Jakarta,Yes,2850000,Indosat,2110000,1,No
B02593,Male,KTP,Jakarta,Yes,5070000,Telkomsel,1620000,2,No
B02594,Male,KTP,Jakarta,Yes,3940000,Telkomsel,820000,2,No
B02595,Female,KTP,Jakarta,Yes,3660000,Indosat,0,3,No
B02596,Male,KTP,Jakarta,No,3150000,Indosat,1370000,1,No
B02597,Male,KTP,Jakarta,Yes,4760000,Telkomsel,1390000,1,No
B02598,Male,KTP,Jakarta,Yes,3670000,Telkomsel,0,1,No
B02599,Male,KTP,Jakarta,Yes,4510000,Tri,780000,1,No
B02600,Male,KTP,Jakarta,No,1800000,Telkomsel,1440000,1,No
B02601,Male,KTP,Jakarta,No,1900000,Tri,0,1,No
B02602,Male,KTP,Jakarta,Yes,7020000,Telkomsel,680000,1,No
B02603,Male,KTM,Jakarta,No,2570000,Tri,580000,1,No
B02604,Male,KTP,Jakarta,Yes,4730000,Tri,1470000,1,No
B02605,Female,KTP,Jakarta,Yes,6170000,Telkomsel,2740000,5,Yes
B02606,Female,KTP,Jakarta,Yes,3480000,Tri,120000,1,No
B02607,Male,KTP,Jakarta,Yes,6890000,Telkomsel,1630000,1,No
B02608,Male,KTP,Jakarta,Yes,5050000,Telkomsel,0,1,No
B02609,Female,KTP,Jakarta,Yes,5230000,Telkomsel,390000,1,No
B02610,Male,KTP,Jakarta,Yes,7070000,Indosat,1620000,1,No
B02611,Male,KTP,Jakarta,Yes,4810000,Indosat,280000,1,No
B02612,Male,KTP,Jakarta,No,2320000,Telkomsel,1520000,2,No
B02613,Female,KTP,Jakarta,Yes,4690000,Indosat,1060000,5,No
B02614,Male,KTP,Jakarta,Yes,4810000,Telkomsel,1480000,8,No
B02615,Male,KTP,Jakarta,Yes,6560000,Telkomsel,460000,1,No
B02616,Female,KTP,Jakarta,Yes,6030000,XL,1940000,1,No
B02617,Male,KTP,Jakarta,Yes,5150000,XL,860000,1,No
B02618,Female,KTP,Jakarta,Yes,6840000,Tri,1810000,1,No
B02619,Female,KTP,Jakarta,No,2610000,Telkomsel,1780000,2,No
B02620,Male,KTP,Jakarta,No,2200000,XL,2360000,1,No
B02621,Male,KTP,Jakarta,No,2890000,Telkomsel,900000,5,No
B02622,Male,KTP,Jakarta,Yes,3960000,Telkomsel,0,1,No
B02623,Male,KTP,Jakarta,Yes,3490000,Indosat,600000,1,No
B02624,Male,KTP,Jakarta,Yes,7080000,XL,990000,1,No
B02625,Male,KTP,Jakarta,Yes,5110000,Indosat,110000,1,No
B02626,Male,KTM,Jakarta,No,1620000,Telkomsel,180000,1,No
B02627,Male,KTP,Jakarta,Yes,5420000,Tri,140000,1,No
B02628,Male,KTP,Jakarta,Yes,6600000,Telkomsel,1880000,1,No
B02629,Female,KTP,Jakarta,Yes,3560000,Telkomsel,310000,2,No
B02630,Male,KTP,Jakarta,No,1320000,Indosat,2390000,1,No
B02631,Male,KTP,Jakarta,No,1410000,Telkomsel,950000,6,No
B02632,Male,KTP,Jakarta,No,1170000,Telkomsel,1750000,3,No
B02633,Female,KTP,Jakarta,No,2700000,Telkomsel,2750000,3,No
B02634,Male,KTP,Jakarta,Yes,4910000,Telkomsel,1450000,2,No
B02635,Male,KTP,Jakarta,Yes,4380000,Telkomsel,640000,1,No
B02636,Male,KTP,Jakarta,Yes,6860000,Telkomsel,2540000,2,No
B02637,Male,KTP,Jakarta,Yes,3190000,Telkomsel,600000,1,No
B02638,Male,KTP,Jakarta,Yes,4430000,Telkomsel,940000,1,No
B02639,Male,KTP,Jakarta,No,2380000,Telkomsel,1570000,2,No
B02640,Male,KTP,Jakarta,No,3310000,Telkomsel,0,1,No
B02641,Female,KTP,Jakarta,Yes,4320000,Telkomsel,1920000,1,No
B02642,Female,KTP,Jakarta,Yes,7100000,Telkomsel,1090000,1,No
B02643,Female,KTP,Jakarta,Yes,2110000,Telkomsel,410000,2,No
B02644,Male,KTP,Jakarta,No,2490000,Telkomsel,2050000,1,No
B02645,Male,KTP,Jakarta,Yes,6310000,Telkomsel,1200000,2,No
B02646,Male,KTP,Jakarta,No,2430000,Telkomsel,1560000,1,No
B02647,Female,KTP,Jakarta,Yes,5200000,Telkomsel,1450000,1,No
B02648,Male,KTP,Jakarta,No,2580000,Tri,2010000,2,No
B02649,Male,KTP,Jakarta,Yes,6490000,Telkomsel,0,10,No
B02650,Female,KTP,Jakarta,Yes,3130000,Telkomsel,0,1,No
B02651,Male,KTP,Jakarta,Yes,3950000,Telkomsel,0,1,No
B02652,Male,KTM,Jakarta,No,1790000,Telkomsel,1320000,3,No
B02653,Male,KTP,Jakarta,Yes,5830000,Tri,990000,2,No
B02654,Male,KTP,Jakarta,No,1350000,XL,2610000,12,Yes
B02655,Male,KTP,Jakarta,Yes,3640000,Telkomsel,200000,2,No
B02656,Male,KTP,Jakarta,No,2060000,Tri,120000,1,No
B02657,Male,KTP,Jakarta,No,2280000,Telkomsel,970000,3,No
B02658,Male,KTP,Jakarta,Yes,5190000,Telkomsel,1890000,1,No
B02659,Male,KTP,Jakarta,Yes,5110000,Telkomsel,1140000,2,No
B02660,Male,KTP,Jakarta,No,1620000,Telkomsel,150000,1,No
B02661,Male,KTP,Jakarta,Yes,6490000,Telkomsel,1610000,6,No
B02662,Male,KTP,Jakarta,Yes,3810000,Telkomsel,1470000,2,No
B02663,Male,KTP,Jakarta,Yes,4300000,XL,1930000,1,No
B02664,Male,KTP,Jakarta,Yes,4660000,Telkomsel,680000,1,No
B02665,Male,KTP,Jakarta,Yes,3330000,Telkomsel,2460000,3,No
B02666,Male,KTP,Jakarta,Yes,3310000,XL,0,2,No
B02667,Female,KTP,Jakarta,Yes,3200000,XL,1270000,1,No
B02668,Female,KTM,Jakarta,No,2500000,Telkomsel,680000,4,No
B02669,Female,KTP,Jakarta,Yes,5110000,Indosat,1250000,1,No
B02670,Male,KTP,Jakarta,Yes,5580000,Telkomsel,1350000,2,No
B02671,Male,KTP,Jakarta,Yes,6180000,Indosat,1770000,3,No
B02672,Male,KTP,Jakarta,No,1240000,Telkomsel,1470000,12,No
